"id","memberID","last_name","first_name","groupID","selection_class","agenttype1","agenttype2","gender","other_name","img","birthday","authority_organization","birth_location","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","field5","field6","field7","field8","field9","field10","death_day","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21"
503,"Scxxxx","Schodoler","",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
504,"ScJH1766","Schopenhauer","Johanna (Henriette) ",,"3",1,5,"f","","",1766-01-01 00:00:00,0,"",1839-01-01 00:00:00,"na","na","","Jugend Leben und Wanderbilder in 24 volu","2","na",,,,,,,,,,,,,,,,,
505,"ScH1470§","Schriber","Hans",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","wrote Das weisse Buch von Sarnen 1470- w","1","",,,,,,,,,,,,,,,,,
506,"SchFxxxx","Schulthess","Friedrich   ",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
507,"ScLxxxx","Schulthess","L.",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
508,"ScWoB1745","Schulthess-Wolf ","Barbara",,"4",1,4,"f","","",1745-01-01 00:00:00,0,"",1818-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Biographer","1","",,,,,,,,,,,,,,,,,
509,"ScmFxxxx","Schumacher","Felix, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
510,"ScJG1776","Schumacher","Joseph Gaspard",,"2",1,2,"m","","",1776-01-01 00:00:00,0,"",1847-01-01 00:00:00,"Orléans, France","Schüpfheim, Luzern","","Swiss military in Napolenonic services d","4","232755977",,,,,,,,,,,,,,,,,
511,"ScKLxxxx","Schuster","Karl Ludwig",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
512,"ScRxxxx","Schwarzenbach","Robert",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Seidenfabrikant auf dem Land mit Söhnen.","1","",,,,,,,,,,,,,,,,,
513,"ScT1887","Schwegler","Theodor",,"3",1,5,"m","","",1887-01-01 00:00:00,0,"",1967-01-01 00:00:00,"","","","Geschichte der Katholischen Kirche in de","1","",,,,,,,,,,,,,,,,,
514,"ScA1808","Schweizer","Alexander",,"2",1,3,"m","","",1808-01-01 00:00:00,0,"Murten/Zürich",0000-00-00 00:00:00,"","","","Theologieprofessor","1","",,,,,,,,,,,,,,,,,
515,"Sc20000","Schweizer","",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Kopigen",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger), war er der Pos","2","na",,,,,,,,,,,,,,,,,
516,"SeJP1803","Segesser (von Brunegg)-Arnold","Josef Plazid",,"5",1,6,"m","","",1803-01-01 00:00:00,0,"",1878-01-01 00:00:00,"","","","Brother of Xaver and Eduard Segesser. Te","2","na",,,,,,,,,,,,,,,,,
517,"SeE1811","Segesser (von Brunegg)-von Vivis","Eduard",,"5",1,6,"m","","",1811-01-01 00:00:00,0,"",1868-01-01 00:00:00,"","","","coronel. owner of the Schweizerhof. Brot","2","na",,,,,,,,,,,,,,,,,
518,"SeJX1767","Segesser (von Brunegg)","Josef Xaver",,"5",1,6,"m","","",1767-01-01 00:00:00,0,"",1811-01-01 00:00:00,"","","","coronole of a Swiss Regiment, died Decem","2","na",,,,,,,,,,,,,,,,,
519,"SeJFL1780","Segesser (von Brunegg)","Josef Franz Lorenz",,"5",1,2,"m","","",1780-01-01 00:00:00,0,"",1849-01-01 00:00:00,"Luzern, Switzerland","Luzern, Switzerland","","Son of Josef Aurelian Segesser","4","1051790840",,,,,,,,,,,,,,,,,
520,"SeX1814","Segesser (von Brunegg)","Xaver",,"5",1,2,"m","","",1814-01-01 00:00:00,0,"",1874-01-01 00:00:00,"Luzern, Switzerland","Luzern, Switzerland","","Son of Josef Franz Segesser","4","1051790921",,,,,,,,,,,,,,,,,
521,"SePA1817","Segesser (von Brunegg)","Philipp Anton, von",,"2",1,3,"m","","",1817-01-01 00:00:00,0,"",1888-01-01 00:00:00,"Luzern, Switzerland","Luzern, Switzerland","","Führer der kath.-konservativen","4","17239703",,,,,,,,,,,,,,,,,
522,"SeG1803","Semper","Gottfried",,"2",1,2,"m","","",1803-01-01 00:00:00,0,"",1879-01-01 00:00:00,"Rom, Italy","Altona (today Hamburg), Germany","","Originally Danish, later German architec","4","44372667",,,,,,,,,,,,,,,,,
523,"SeH1827","Senn","Heinrich",,"1",1,2,"m","","",1827-01-01 00:00:00,0,"Fischental",1915-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
524,"SeJ1824","Senn","Jakob",,"1",1,2,"m","","",1824-01-01 00:00:00,0,"Fischental",1879-01-01 00:00:00,"","","","Sohn von Kleinbauern, Volksdichter","1","",,,,,,,,,,,,,,,,,
525,"ShP1792","Shelley","Percy",,"2",1,2,"m","","",1792-01-01 00:00:00,0,"",1822-01-01 00:00:00,"","","","Schwärmte für die Schweiz","1","",,,,,,,,,,,,,,,,,
526,"ZaScK0000","Zahn-Schlatter","Cleophea",,"5",1,2,"f","Kleophea","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","friend of Meta Heusser-Schweizer","2","na",,,,,,,,,,,,,,,,,
527,"Si0000","Siber","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Seidenfabrikant in Zürich","2","na",,,,,,,,,,,,,,,,,
528,"SiMueJ0000","Siegwart-Müller","Josephine",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
529,"SiAl0000","Siegwart ","Alfred",,"5",1,2,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Son of Constantin Siegwart-Müller","2","na",,,,,,,,,,,,,,,,,
530,"RaJJW1766","Radetzky von Radetz","Johann Josef Wenzel, Graf",,"5",1,2,"m","Johann Josef (Joseph) Wenzel (Anton Fran","",1766-01-01 00:00:00,0,"",1858-01-01 00:00:00,"Milan, Italy","Sedlčany, Czech Republic","","[He] was a Czech nobleman and Austrian g","1","",,,,,,,,,,,,,,,,,
531,"SiJE1834","Siegwart ","Josef Ernst",,"5",1,2,"m","","",1834-01-01 00:00:00,0,"Altdorf",1913-01-01 00:00:00,"","","","Son of Constantin Siegwart-Müller (uncle","2","na",,,,,,,,,,,,,,,,,
532,"SiMueC1801","Siegwart-Müller","Constantin",,"2",1,4,"m","Konstantin","36607800_1430645768.jpg",1801-01-01 00:00:00,,"Uri",1869-01-01 00:00:00,"Altdorf, Uri","Lodrino, Ticino, Switzerland",,"früher liberaler, mit Jorio und Leu Ultr",,"62324268",,,,,,,,,,,,,,,,,
533,"Si1867","Sigfrid","Emil ",,"2",1,3,"m","","",1867-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
534,"SiG1960","Signori","Gabriela",,"3",1,5,"m","","",1960-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Schweizer Mediävistin","1","",,,,,,,,,,,,,,,,,
535,"SiAe0000","Silvius","Aeneas",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
536,"SiJN0000","Simon","J. N.",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
537,"SnL1785","Snell","Ludwig",,"2",1,3,"m","","",1785-01-01 00:00:00,0,"",1854-01-01 00:00:00,"Küssnacht, Zürich, Switzerland","Idstein, Hesse","","Schrieb das Memorial am Tag von Uster 18","4","15546555",,,,,,,,,,,,,,,,,
538,"SnW1789","Snell","Wilhelm",,"2",1,3,"m","","",1789-01-01 00:00:00,0,"",1851-01-01 00:00:00,"","","","Jurist, Politscher Flüchtling aus Deutsc","1","",,,,,,,,,,,,,,,,,
539,"SpO1880","Spengler","Oswald",,"3",1,5,"m","","",1880-01-01 00:00:00,0,"",1936-01-01 00:00:00,"","",""," “universal structure” in the history of","1","",,,,,,,,,,,,,,,,,
540,"SpHH1812","Spöndli","Hans Heinrich",,"1",1,3,"m","","",1812-01-01 00:00:00,0,"Zürich",1872-01-01 00:00:00,"","","","Fürsprecher","1","",,,,,,,,,,,,,,,,,
541,"SpS1750*","Spöndli","Sigmund",,"1",1,2,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
542,"SpHR1818","Spörri","Hans Rudolf",,"1",1,2,"m","","",1818-01-01 00:00:00,0,"Bauma (ZH)",1839-01-01 00:00:00,"","","","Sohn von Heinrich Spörri, Eltern lebten ","1","",,,,,,,,,,,,,,,,,
543,"SpJJ1819","Spörri","Johan Jakob",,"1",1,2,"m","","",1819-01-01 00:00:00,0,"Fischental",0000-00-00 00:00:00,"","","","Baumwollweber, arm","1","",,,,,,,,,,,,,,,,,
544,"SpF1773","Sprünglin","Frédéric",,"2",1,2,"m","Emmanuel Frédéric Sprungli","",1773-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
545,"SpJJ1827","Spyri","Johanna",,"2",1,2,"m","","",1827-01-01 00:00:00,0,"",1901-01-01 00:00:00,"","","","Schriftstellerin ","1","",,,,,,,,,,,,,,,,,
546,"StaPxxxx","Stadler","Peter",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","resuming history of Swiss historiography","1","",,,,,,,,,,,,,,,,,
547,"StA1926","Staehelin","Andreas  ",,"3",1,5,"m","","",1926-01-01 00:00:00,0,"",2002-01-01 00:00:00,"","","","Schweizer Historiker und Archivar","1","",,,,,,,,,,,,,,,,,
548,"StF 1873","Staehelin","Felix",,"3",1,5,"m","","",1873-01-01 00:00:00,0,"",1952-01-01 00:00:00,"","","","Schweizer Althistoriker","1","",,,,,,,,,,,,,,,,,
549,"StE1300","Stagel","Elsbeth",,"4",1,4,"f","Elisabeth","",1300-01-01 00:00:00,0,"",1360-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","was a Dominican nun and prioress of the ","1","",,,,,,,,,,,,,,,,,
550,"StaeJxxxx","Stämpfli","Jakob",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Bern",0000-00-00 00:00:00,"","","","radikaler Führer Bern","1","",,,,,,,,,,,,,,,,,
551,"StStE1848","Stämpfli-Studer","Emma",,"2",1,3,"f","","",1848-01-01 00:00:00,0,"",1930-01-01 00:00:00,"St. Gallen, Switzerland","Bern, Switzerland","","A Swiss enterpreneur and founder of the ","4","305919410  ",,,,,,,,,,,,,,,,,
552,"StA1714§","Stanyan","Abraham",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","wrote «L'Etat de la Suisse, écrit en 171","1","",,,,,,,,,,,,,,,,,
553,"StFA1766","Stapfer","Friedrich Albert",,"2",1,3,"m","","",1766-01-01 00:00:00,0,"",1840-01-01 00:00:00,"","","","Minister der Helvetik für Künste und Wis","1","",,,,,,,,,,,,,,,,,
554,"StA1843","Steck","Albert",,"2",1,2,"m","","",1843-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
555,"Steffan","Steffan","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Domaine-Kassier","1","",,,,,,,,,,,,,,,,,
556,"StJR1789","Steiger","(Johann) Rudolf, von",,"2",1,2,"m","","",1789-01-01 00:00:00,0,"",1857-01-01 00:00:00,"","","","kämpf in verschiedenen Schweizerregiment","1","",,,,,,,,,,,,,,,,,
557,"StJR1818","Steiger","(Johann) Rudolf, von",,"4",1,4,"m","","",1818-01-01 00:00:00,0,"",1872-01-01 00:00:00,"","","","kämpf in Schweizerregimenter in Napoli u","1","",,,,,,,,,,,,,,,,,
558,"StR1801","Steiger","Jakob Robert  ",,"2",1,1,"m","","",1801-01-01 00:00:00,0,"",1862-01-01 00:00:00,"Luzern, Switzerland","Geuensee, Switzerland","","radikaler Führer","4","D4206",,,,,,,,,,,,,,,,,
559,"StC1742","Stein","Charlotte, von",,"2",1,3,"f","","",1742-01-01 00:00:00,0,"",1827-01-01 00:00:00,"Weimar, Germany","Eisenach, Germany","","[She] was a lady-in-waiting at the court","4","5073680",,,,,,,,,,,,,,,,,
560,"SteiJxxxx","Steinberg","Jonathan",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","„Die Schweiz ein Relikt des Heiligen Röm","1","",,,,,,,,,,,,,,,,,
561,"StKE1803","Steiner","Karl Eduard",,"1",1,2,"m","","",1803-01-01 00:00:00,0,"",1870-01-01 00:00:00,"Winterthur, Switzerland","Winterthur, Switzerland","","Nordost-Bahn 1853 bis zu seinem Tod 1870","4","D7323",,,,,,,,,,,,,,,,,
562,"Steinhauer","Steinhauer","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
563,"StExxxx","Stettler","Eduard",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund","1","",,,,,,,,,,,,,,,,,
564,"StKLxxxx","Stettler","Karl Ludwig",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
565,"SvRkxxxx","Stettler von Rodt","Karl",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","gründet  Evangelischen Gesellschaft","1","",,,,,,,,,,,,,,,,,
566,"StA1785","Stolberg von Witzleben","Agnes, von",,"3",1,5,"f","","",1785-01-01 00:00:00,0,"",1848-01-01 00:00:00,"na","na","","Married to Friedrich Leopold zu Stolberg","2","na",,,,,,,,,,,,,,,,,
567,"StA1892","Storni","Alfonsina",,"4",1,4,"f","","",1892-01-01 00:00:00,0,"",1938-01-01 00:00:00,"Mar del Plata, Argentina","Sala Capriasca, Switzerland","","Swiss poet.","4"," 90658830",,,,,,,,,,,,,,,,,
568,"StDF1808","Strauss","David Friedrich",,"1",1,1,"m","","",1808-01-01 00:00:00,0,"Zürich",1874-01-01 00:00:00,"","","","Dr. Erziehungsrat, Professor für Dogmati","1","",,,,,,,,,,,,,,,,,
569,"StA1824","Struve","Amalia",,"3",1,5,"f","","",1824-01-01 00:00:00,0,"",1862-01-01 00:00:00,"","Düsar","","""She married in 1845 Gustav Struve (1805","2","na",,,,,,,,,,,,,,,,,
570,"StUnHxxxx","Studer-Unholz","Heinrich",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
571,"StuJxxxx","Stumpf","Johann",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
572,"Stünzi","Stünzi","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Seidenfabrikant in Horgen","1","",,,,,,,,,,,,,,,,,
573,"StJ1500","Stupmpf","Johannes",,"4",1,4,"m","","",1500-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Swiss chronicle (1547)(Stumpf, 1548) (Sc","1","",,,,,,,,,,,,,,,,,
574,"StRxxxx","Stürler","Rudolf",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
575,"StJ1801","Stutz","Jakob",,"1",1,2,"m","","",1801-01-01 00:00:00,0,"Isikon",1877-01-01 00:00:00,"","","","Sohn von Kleinbauern, Volksdichter","1","",,,,,,,,,,,,,,,,,
576,"StyPxxxx","Styger","Paul",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Biberegg",0000-00-00 00:00:00,"","","","Anführer der Schlacht am Rotenthurm (179","1","",,,,,,,,,,,,,,,,,
577,"SuJ1800","Sulzberger","Johannes",,"2",1,2,"m","","",1800-01-01 00:00:00,0,"",1875-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
578,"SuE1789","Sulzer","Eduard",,"1",1,3,"m","","",1789-01-01 00:00:00,0,"",1857-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
579,"SuJF1735","Sulzer","Johann Friedrich   ",,"1",1,3,"m","","",1735-01-01 00:00:00,0,"",1814-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
580,"SuMF1701","Sulzer","Melchior Friedrich",,"2",1,3,"m","","",1701-01-01 00:00:00,0,"",1853-01-01 00:00:00,"Albisbrunn","Winterthur","","Regierungsrat 1831–1850, 1791, 1853.","4","1051855659",,,,,,,,,,,,,,,,,
581,"SuJJ1806","Sulzer-Hirzel","Johann Jakob",,"2",1,2,"m","","",1806-01-01 00:00:00,0,"Gründet mit seinem Bruder Salomon die we",1883-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
582,"SoNeK1778","Sulzer-Neufer(t)","Katharina",,"2",1,2,"f","","",1778-01-01 00:00:00,0,"Winterthur",1858-01-01 00:00:00,"Winterthur*","Winterthur*","","She was the co-founder of the Sulzer Cor","2","na",,,,,,,,,,,,,,,,,
583,"SuRxxxx","Sutermeister","Rudolf",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
584,"SyHxxxx","Sybel","Heinrich, von",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","die neueren Darstellungen der deutschen ","1","",,,,,,,,,,,,,,,,,
585,"TaeArS1889","Taeuber-Arp","Sophie",,"4",1,4,"f","","",1889-01-01 00:00:00,0,"",1943-01-01 00:00:00,"na","na","","Swiss artist","2","na",,,,,,,,,,,,,,,,,
586,"TaJ1950","Tanner","Jakob",,"3",1,5,"m","","",1950-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Schweizer Historiker, Uni Zürich","1","",,,,,,,,,,,,,,,,,
587,"TaE 1868","Tatarinof","Eugen",,"3",1,5,"m","","",1868-01-01 00:00:00,0,"",1983-01-01 00:00:00,"","","","Schweizer Historiker","1","",,,,,,,,,,,,,,,,,
588,"TaMu0000","Tavel-Mutach","",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Coronel in Bavarian (mercenary services)","2","na",,,,,,,,,,,,,,,,,
589,"Th1805","Theiler","",,"2",1,2,"m","","",1805-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Vikar, steht zur Wahl im Dreiervorschlag","1","",,,,,,,,,,,,,,,,,
590,"ToBrAB1790§","Tobler","Anna Barbara",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"Fehraltorf",1826-01-01 00:00:00,"na","na","","First wife of Heinrich Weiss","2","na",,,,,,,,,,,,,,,,,
591,"ToS1794","Tobler","Salomon",,"1",1,3,"m","","",1794-01-01 00:00:00,0,"Zürich/Zürich",1878-01-01 00:00:00,"","","","Pfarrer, Dichter","1","",,,,,,,,,,,,,,,,,
592,"ToTxxxx","Tobler","Titus",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
593,"TrJJ1822","Treichler","Johann Jakob",,"2",1,2,"m","","",1822-01-01 00:00:00,0,"",1906-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
594,"TrH1834","Treitschke","Heinrich, von",,"3",1,5,"m","","",1834-01-01 00:00:00,0,"",1896-01-01 00:00:00,"Berlin, German Empire","Dresden, Kingdom of Saxony","","Luther und die deutsche Nation (1883)","4","95211206",,,,,,,,,,,,,,,,,
595,"TrIPV1780","Troxler","Ignaz P.V.",,"2",1,3,"m","","",1780-01-01 00:00:00,0,"",1866-01-01 00:00:00,"","","","Jurist, ganzheitlicher Arzt, Pädagoge, n","1","",,,,,,,,,,,,,,,,,
596,"TrJ xxxx","Troxler","Joseph",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Illustrierte Schweizer Geschichte für Se","1","",,,,,,,,,,,,,,,,,
597,"TrD1813","Trudel","Dorothea",,"2",1,3,"f","","",1813-01-01 00:00:00,0,"",1862-01-01 00:00:00,"Männedorf, Zürich, Switzerland","Hombrechtikon, Zürich, Switzerland","","Pietist healer and preacher.","4","59877442",,,,,,,,,,,,,,,,,
598,"Ts1470§","Tschachtlan","",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Bern Chronik (1470)","1","",,,,,,,,,,,,,,,,,
599,"TsAe1505","Tschudi","Aegidius",,"2",1,5,"m","","",1505-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Chronicon Helveticum (1534-1536) writes ","1","",,,,,,,,,,,,,,,,,
600,"TuR1961","Tuchtenhagen","Ralph",,"3",1,5,"m","","",1961-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","Karlsruhe","","In his inaugural lecture for his positio","4","12483925",,,,,,,,,,,,,,,,,
601,"TuA1875","Tumarkin","Anna",,"2",1,2,"f","","",1875-01-01 00:00:00,0,"",1951-01-01 00:00:00,"na","na","","First female professor at the University","2","na",,,,,,,,,,,,,,,,,
602,"UeB1806","Übel","Bruno",,"2",1,1,"m","","",1806-01-01 00:00:00,0,"Hoya bei Eisleben/Herrliberg",1840-01-01 00:00:00,"","","","Major","1","",,,,,,,,,,,,,,,,,
603,"Ulxxxx","Ulrich","",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Philologe am Carolinum","1","",,,,,,,,,,,,,,,,,
604,"UnFH1806§","Unger ","Friederike Helene",,"3",1,5,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","Wrote Die Franzosen in Berlin, oder Sere","2","na",,,,,,,,,,,,,,,,,
605,"UnCxxxx","Ungerich","Caspar",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Dietikon",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","1","",,,,,,,,,,,,,,,,,
606,"UsJM1763","Usteri","Johann Martin",,"1",1,3,"m","","",1763-01-01 00:00:00,0,"Zürich/Rapperswil",1827-01-01 00:00:00,"","","","Dichter, Maler und Zeichner, freund von ","1","",,,,,,,,,,,,,,,,,
607,"Usteri1769","Usteri","Leonhard",,"2",1,3,"m","","",1769-01-01 00:00:00,0,"",1853-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Philologe am Carolinum (Hebräisch)","4","42612272",,,,,,,,,,,,,,,,,
608,"UsP1768","Usteri","Paul  ",,"1",1,3,"m","","",1768-01-01 00:00:00,0,"Zürich/Zürich",1831-01-01 00:00:00,"","","","Staatsrat, Publizist","1","",,,,,,,,,,,,,,,,,
609,"VeL1820","Vela","Luigi",,"2",1,2,"m","","",1820-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
610,"ViKeG1910","Villiger-Keller","Gertrud",,"2",1,3,"f","","",1910-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
611,"ViM1860","Villinger","Marie",,"2",1,3,"f","","",1860-01-01 00:00:00,0,"",1946-01-01 00:00:00,"Schwanden, Glarus, Switzerland","Geissingen b. Baden","","Participated in the workers movement.","2","na",,,,,,,,,,,,,,,,,
612,"ViAxxxx","Vinet","Alexandre",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Theologe, gegen Freisinnige Kontrolle üb","1","",,,,,,,,,,,,,,,,,
613,"ViExxxx","Vischer","Eduard",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","wrote B.G. Niebuhr und die Revolution","1","",,,,,,,,,,,,,,,,,
614,"VoFxxxx","Vogel","Friedrich",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
615,"VoPxxxx","Vogelsanger","Peter",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Historiographer of the Imperial Abbey of","1","",,,,,,,,,,,,,,,,,
616,"VoJ1749","Voigts","Jenny, von",,"3",1,5,"f","born Möser, Johanne Wilhelmine Juliane ","",1749-01-01 00:00:00,0,"",1814-01-01 00:00:00,"Melle, Germany","Osnabrück, Germany","","Was a German writer.","4","62327551",,,,,,,,,,,,,,,,,
617,"VoJxxxx","Vollenweider","Johann",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Auslikon",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","1","",,,,,,,,,,,,,,,,,
618,"VdRECC1754","Von der Recke","Elisabeth Charlotte Constanzia ",,"3",1,5,"f","","",1754-01-01 00:00:00,0,"",1833-01-01 00:00:00,"na","na","","actually Elisabeth Charlotte Constanzia ","2","na",,,,,,,,,,,,,,,,,
619,"vHaKL1768","von Haller","Karl Ludwig",,"2",1,2,"m","","",1768-01-01 00:00:00,0,"",1854-01-01 00:00:00,"","","","gab den Namen einer Epoche in seinem Buc","1","",,,,,,,,,,,,,,,,,
620,"WaFLxxxx","Wagner","Friedrich Ludwig, von",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
621,"WaR1813","Wagner","Richard",,"2",1,3,"m","","",1813-01-01 00:00:00,0,"",1882-01-01 00:00:00,"Venezia, Italy","Leipzig, Germany","","German musician","4","29732107",,,,,,,,,,,,,,,,,
622,"WaSH1774","Wahl","Sophie Helmine",,"3",1,5,"f","born, Singer","",1774-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","Berlin, Germany","","","2","na",,,,,,,,,,,,,,,,,
623,"Wa 0000","Walder","",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"Thurgau",0000-00-00 00:00:00,"na","na","","","1","",,,,,,,,,,,,,,,,,
624,"WaJIE1740","Wallenrodt","Johanna Isabella Eleonore, von",,"3",1,5,"f","","",1740-01-01 00:00:00,0,"",1819-01-01 00:00:00,"na","na","","actually Johanna Isabella Eleonore von W","2","na",,,,,,,,,,,,,,,,,
625,"WaA1678","Waser","Anna",,"4",1,4,"f","","",1678-01-01 00:00:00,0,"",1714-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Anna Waser was a Swiss painter. Accordin","4","62360577",,,,,,,,,,,,,,,,,
626,"WaJHxxxx","Waser","Johann Heinrich",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Volkswirthschafter",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
627,"WaJ1484","Watt","Johannes, von",,"2",1,5,"m","Vadian","",1484-01-01 00:00:00,0,"",1551-01-01 00:00:00,"","","","reformator of St. Gallen, friend of Huld","1","",,,,,,,,,,,,,,,,,
628,"WaD1640§","Wattenwyl","Anna Desirée, von",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","Äbtissin Chateau-Chalon, Mutter von Char","2","na",,,,,,,,,,,,,,,,,
