"id","user_id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","viaf_no","authority_record","authority_organization"
"90",\N,"CoB1767",\N,\N,"2","1","2","1","Constant","Benjamin","Henri-Benjamin Constant de Rebecque","1767-01-01 00:00:00",\N,\N,"1830-01-01 00:00:00","Paris, France","Lausanne, Switzerland",\N,"gemässigte Mitte (zw. Aristokratischer Despotie und revolutionäre Gewalt der Massen) im Kreis von Madame de Staël","1",\N,\N,\N
"91",\N,"CoKnV1861",\N,\N,"2","1","2","2","Conzett-Knecht","Verena",\N,"1861-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2",\N,"na","0"
"92",\N,"CrAW0000",\N,\N,"3","1","5","1","Cramer","Andreas Wilhelm",\N,\N,\N,\N,\N,\N,\N,\N,"Haus-Chronik: meinen Anverwandten und Freunden zum Andenken gewidmet (1822) (Cramer, 1822)","1",\N,\N,\N
"93",\N,"CdGJP0000",\N,\N,"2","1","6","1","Currat de Grandvillard","Jean-Pierre",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"94",\N,"DaC0000",\N,\N,"3","1","5","1","Dahlmann","Carl",\N,\N,\N,\N,\N,\N,\N,\N,"Historiographer. „Modulations ins Volksnationale“ (Tuchtenhagen, 2011) (p. 44)","1",\N,\N,\N
"95",\N,"DaeJ1822",\N,\N,"2","1","2","1","Dändliker","Jakob",\N,"1822-01-01 00:00:00",\N,\N,"1837-01-01 00:00:00",\N,\N,\N,"Lehrer, Rektor, Stadtrat, Prov. Sekundarschullehrer in Pfäffikon bei Austritt Kramers","1",\N,\N,\N
"96",\N,"DeM1495",\N,\N,"2","1","3","2","Dentière","Marie","Marie d’Ennetières","1495-01-01 00:00:00",\N,\N,"1561-01-01 00:00:00","Geneva, Switzerland","Tournai, France",\N,\N,"2",\N,"na","0"
"97",\N,"DiB1812",\N,\N,"1","1","2","1","Diem","Bartholomäus",\N,"1812-01-01 00:00:00","Herisau (AR)/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"religiöser Dienstbote, arm","1",\N,\N,\N
"98",\N,"DiJ1842",\N,\N,"3","1","5","1","Dierauer","Johannes",\N,"1842-01-01 00:00:00",\N,\N,"1920-01-01 00:00:00",\N,\N,\N,"Schweizer Historiker","1",\N,\N,\N
"99",\N,"DiJ0000",\N,\N,"1","1","6","1","Dietliker","Jakob",\N,\N,"Wetzikon/Zürich",\N,"1839-01-01 00:00:00","Zürich","Wetzikon",\N,"Zimmermann, Mittelstand (nicht ganz arm)","1",\N,\N,\N
"101",\N,"DiJ1819",\N,\N,"1","1","2","1","Diggelmann","Jakob",\N,"1819-01-01 00:00:00","Pfäffikon/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"Schustergehilfe, sehr arm","1",\N,\N,\N
"102",\N,"DiJFLD1807",\N,\N,"3","1","5","2","Dittmar","Johanna Friederieke Louise",\N,"1807-01-01 00:00:00",\N,\N,"1884-01-01 00:00:00","na","na",\N,"Named actually Johanna Friederieke Louise Dittmar(1807-1884) -  „Sie werden staunen, wie diese Dame unsre Philosophen und Theologen durch die Freiheit ihres Geistes beschämt.“ – (Feurbach) (Schuffenhauer, 1967) – a critical review (Dittmar, 1847a) – historiography (Dittmar, 1845b) – political commentaries (Dittmar, 1847b, 1849a, 1849b) – theological (social) identity building (Dittmar, 1845a, 1848)","2",\N,"na","0"
"103",\N,"DoH1896",\N,\N,"3","1","5","1","Domann","Hans",\N,"1896-01-01 00:00:00",\N,\N,"1944-01-01 00:00:00",\N,\N,\N,"Das Gemeinschaftsbewusstsein der V Orte in der Alten Eidgenossenschaft (1943) – according Metzger in the national liberal historiography appears religion only as a negative factor (Metzger, 2011) (p. 175) this seems not correct (see BUND (SEK/FEPS/FCES, 1987))","1",\N,\N,\N
"104",\N,"DoN0000",\N,\N,"3","1","5","1","Domeisen","Norbert",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"105",\N,"Dorer1807",\N,\N,"2","1","2","1","Dorer-Egloff","Eduard",\N,"1807-01-01 00:00:00",\N,\N,"1864-01-01 00:00:00","Baden, Switzerland","Baden, Switzerland",\N,\N,"1",\N,\N,\N
"106",\N,"DrMG1812",\N,\N,"2","1","2","1","Dreyfus","Markus Getsch","Markus Götsch Dreifus(s)","1812-01-01 00:00:00",\N,\N,"1877-01-01 00:00:00","Zürich","Endingen, Aargau, Switzerland",\N,"Dreyfuss-Affaire, first conseil de guerre","1",\N,\N,\N
"107",\N,"DrDH1799",\N,\N,"2","1","3","1","Druey","Daniel-Henri",\N,"1799-01-01 00:00:00",\N,\N,"1855-01-01 00:00:00","Bern, Switzerland","Faoug, Switzerland",\N,"1845 radikaler Führer Waadt","4",\N,"57361171","0"
"108",\N,"DF0000",\N,\N,"2","1","6","1","Du Fresne",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Swiss coronel during the Russian Campaign.","2",\N,"na","0"
"109",\N,"DuGH1787",\N,\N,"2","1","3","1","Dufour","Guillaume-Henri",\N,"1787-01-01 00:00:00","Genf",\N,"1875-01-01 00:00:00","Les Eaux-Vives, Geneva","Konstanz",\N,"liberal-konservativ, protestant, Führer gegen Sonderbundtruppen, Generalstabsoffizier","4",\N,"2495837","0"
"110",\N,"DuOAJ1817",\N,\N,"2","1","2","2","Dufour-Onofrio","Anna Joséphine",\N,"1817-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2",\N,"na","0"
"111",\N,"DuA1802",\N,\N,"2","1","3","1","Dumas","Alexandre",\N,"1802-01-01 00:00:00",\N,\N,"1870-01-01 00:00:00","Seine-Maritime, France","Villers-Cotterêts, France",\N,"reports about his experiences during the July Revolution","4",\N,"51688902","0"
"112",\N,"DuALA1804",\N,\N,"2","1","3","2","Dupin","Amantine-Lucile-Aurore","George Sand","1804-01-01 00:00:00",\N,\N,"1876-01-01 00:00:00","Nohant-Vic, France","Paris, France",\N,\N,"4",\N,"46766944","0"
"113",\N,"DuR1867",\N,\N,"3","1","5","1","Durrer","Robert",\N,"1867-01-01 00:00:00",\N,\N,"1934-01-01 00:00:00",\N,\N,\N,"Die Einheit Unterwaldens. Studien über die Anfänge der urschweizerischen Demokratie (1910) – idea of an „old“ democracy (Metzger, 2011) (p. 175)","1",\N,\N,\N
"114",\N,"EvI1877",\N,\N,"3","1","5","2","Eberhardt","Isabelle",\N,"1877-01-01 00:00:00",\N,\N,"1904-01-01 00:00:00","Aïn Séfra, Algeria","Geneva, Switzerland",\N,"North African explorere, converted to Islam. All works published in Switzerland posthume, during her life only in Algeria and France news papers. Travel reports and memories, fascination for Islam, travels dressed as a man, - Nouvelles algériennes, 1905; Dans l’ombre chaude de l’Islam, 1906 ; Mes journaliers, 1922","1",\N,\N,\N
"115",\N,"EdG1454",\N,\N,"4","1","4","1","Edlibach","Gerold",\N,"1454-01-01 00:00:00",\N,\N,"1530-01-01 00:00:00",\N,\N,\N,"combination of historiography and political functions - Zürcher Chronik oder Zürcher- und Schweizerchronik (1485/86) – combination of biography and historiography - Rotwelschglossar (fickabel des rotwelschtz) (1490) - Zürcher Wappenbuch (1480-) - Waldmannhandel (Waldmannscher Auflauf) (1489) – Aufzeichnungen zur Reformation (1520-1527) (Gamper & Gamper, 2005)","1",\N,\N,\N
"116",\N,"EgHH1818",\N,\N,"1","1","2","1","Egli","Hans Heinrich",\N,"1818-01-01 00:00:00","Wetzikon/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"Sohn armer Eltern","1",\N,\N,\N
"117",\N,"ElF1794",\N,\N,"2","1","1","1","Elgger","Franz, von",\N,"1794-01-01 00:00:00",\N,\N,"1858-01-01 00:00:00","Luzern","Rheinfelden",\N,\N,"1",\N,\N,\N
"118",\N,"EnC1785",\N,\N,"1","1","2","1","Enderli","Caspar",\N,"1785-01-01 00:00:00","Illnau, von Bisikon",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,\N
"119",\N,"EnEgR1761",\N,\N,"4","1","4","2","Engel","Regula",\N,"1761-01-01 00:00:00",\N,\N,"1853-01-01 00:00:00","Zürich, Switzerland","Flutern, Zürich, Switzerland",\N,"Frau Oberst Engel; von Cairo bis Nework. participated as wife of a militar in French mercenary services (Napoleon). published 1821 – she fought in the battle and was mother of 21 children (“Memoiren der Regula Engel: Die Frau Oberst | DIE ZEIT Archiv | Ausgabe 43/1977,” n.d.)","4",\N,"42629184","0"
"120",\N,"EnJFL1783",\N,\N,"2","1","2","1","Engelhard","Johann Friedrich Ludwig",\N,"1783-01-01 00:00:00",\N,\N,"1862-01-01 00:00:00","Murten, Switzerland","Zweibrücken, Pfalz",\N,"Erinnerungen aus meinen Feldzügen in Spanien","4",\N,"D3923","0"
"121",\N,"ErJH0000",\N,\N,"2","1","3","1","Erni","Johann Heinrich",\N,\N,"Pfäffikon",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger), Buchbinder und Coeditor der Memorabilia mit Johann Balthasar Bullinger, Anton Werdmüller, Johann Heinrich Erni, Friedrich Vogel und Gottfried von Escher bis 1870","2",\N,"na","0"
"122",\N,"ErJU1803",\N,\N,"2","1","2","1","Ernst","Johann Ulrich",\N,"1803-01-01 00:00:00","Veltheim, Winterthur",\N,"1846-01-01 00:00:00",\N,\N,\N,"Gichteler (Neugläubiger), publiziert Briefe von Gichtel und Campagne 1842","1",\N,\N,\N
"123",\N,"EsE1759",\N,\N,"2","1","3","2","Escher","Elisabetha",\N,"1759-01-01 00:00:00",\N,\N,\N,"na","na",\N,"sister of H. Escher's father","2",\N,"na","0"
"124",\N,"EsHJ1770",\N,\N,"2","1","3","1","Escher","Hans Jakob",\N,"1770-01-01 00:00:00","Pfäffikon",\N,"1827-01-01 00:00:00",\N,\N,\N,"Pfarrer in Kontakt mit Campagne","1",\N,\N,\N
"125",\N,"EsHe1781",\N,\N,"2","1","2","1","Escher","Heinrich",\N,"1781-01-01 00:00:00",\N,\N,"1860-01-01 00:00:00",\N,\N,\N,"Sohn von Hs. Konrad E. (1743-1814), V.D.M. Dr.phil.h.c., Professor der Geschichte, und Logik am obern. Gymnasium, Erziehungsrat, stimmte gegen die Berufung von Strauss","1",\N,\N,\N
"126",\N,"EsA1789",\N,\N,"1","1","2","1","Escher","Heinrich",\N,"1789-01-01 00:00:00","Zürich",\N,"1870-01-01 00:00:00",\N,\N,\N,"Canzlist, öffentlicher Ankläger, Oberamtmann (Grüningen), Präsident Criminalgericht, Professor Staatswissenschaft (Uni ZH), Regierungsrath (1833)","1",\N,\N,\N
"127",\N,"EsN1855",\N,\N,"4","1","4","2","Escher","Nanny, von",\N,"1855-01-01 00:00:00",\N,\N,"1932-01-01 00:00:00","Langnau am Albis, Switzerland","Zürich, Switzerland",\N,\N,"4",\N,"3225736","0"
"128",\N,"EsR1757",\N,\N,"2","1","3","2","Orelli-Escher","Regula, v.",\N,"1757-01-01 00:00:00",\N,\N,\N,"na","na",\N,"Schülerin Lavaters und Gattin von David von Orell","2",\N,"na","0"
"129",\N,"EsH1776",\N,\N,"2","1","2","1","Escher ","Heinrich",\N,"1776-01-01 00:00:00",\N,\N,"1853-01-01 00:00:00",\N,\N,\N,"vater von Alfred Escher","1",\N,\N,\N
"130",\N,"EsgJH1819",\N,\N,"1","1","1","1","Escher vom Glas","Johann Heinrich Alfred",\N,"1819-01-01 00:00:00","Zürich/Enge",\N,"1882-01-01 00:00:00","Enge, Zürich, Switzerland","Zürich, Switzerland",\N,"Hauptförderer der Eidg. Technischen Hochschule und des Gotthard-Durchstiches,","4",\N,"40175198","0"
"131",\N,"EslHK1743",\N,\N,"1","1","3","1","Escher vom Luchs","Hans Konrad",\N,"1743-01-01 00:00:00","Zürich/Zürich",\N,"1814-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,\N,"4",\N,"D13461","0"
"132",\N,"EsJK1761",\N,\N,"1","1","3","1","Escher vom Luchs","Johan Konrad, von",\N,"1761-01-01 00:00:00",\N,\N,"1833-01-01 00:00:00","Zürich, Switzerland*","Baden, Switzerland",\N,"Bürgermeister 1814","4",\N,"D47822","0"
"133",\N,"EsLtHC1767",\N,\N,"2","1","3","1","Escher von der Linth","Hans Conrad",\N,"1767-01-01 00:00:00","Zürcher Politiker. Leiter der Korrektion der Linthebene",\N,"1823-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"134",\N,"EskHC1755",\N,\N,"2","1","3","1","Escher-Keller","Hans Caspar",\N,"1755-01-01 00:00:00",\N,\N,"1831-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"135",\N,"EsS 1764",\N,\N,"2","1","3","2","Escher-Meyer","Susanna",\N,"1764-01-01 00:00:00",\N,\N,\N,"na","na",\N,"mother of Heinrich Escher","2",\N,"na","0"
"136",\N,"EsSchH1777",\N,\N,"2","1","3","1","Escher-Schulthess","Hans Heinrich",\N,"1777-01-01 00:00:00",\N,\N,"1840-01-01 00:00:00","Zürich","Zürich",\N,\N,"4",\N,"105271398X ","0"
"138",\N,"EtP1507§",\N,\N,"2","1","5","1","Etterlin","Petermann",\N,\N,\N,\N,\N,\N,\N,\N,"wrote Chronik Basel (1507)","1",\N,\N,\N
"140",\N,"FaD1868",\N,\N,"2","1","3","1","Farbstein","David",\N,"1868-01-01 00:00:00",\N,\N,"1953-01-01 00:00:00","Zürich, Switzerland","Waschau, Poland",\N,\N,"4",\N,"50145742","0"
"141",\N,"FaeCW1793",\N,\N,"1","1","2","1","Fäsi","Carl Wilhelm",\N,"1793-01-01 00:00:00",\N,\N,"1852-01-01 00:00:00",\N,\N,\N,"Diacon","1",\N,\N,\N
"142",\N,"FaBoAL1762",\N,\N,"2","1","3","1","Fauche (-Borel)","Abraham Louise",\N,"1762-01-01 00:00:00","Neuchatel",\N,"1829-01-01 00:00:00","Neuenburg","Neuenburg",\N,"Von 1790 an setzte er sich als Buchhändler und Geheimagent für die Gegenrevolution ein. ","1",\N,\N,\N
"143",\N,"FaJ1794",\N,\N,"2","1","3","1","Fazy","James",\N,"1794-01-01 00:00:00","Genf",\N,"1878-01-01 00:00:00","Petit-Saconnex, Geneva, Switzerland","Geneva, Switzerland",\N,"radikaler Führer Genf, gegen calvinistisch-konservative","1",\N,\N,\N
"144",\N,"Fehr1779",\N,\N,"2","1","3","1","Fehr","Johannes",\N,"1779-01-01 00:00:00",\N,\N,"1838-01-01 00:00:00","St. Gallen, Switzerland?",\N,\N,"St. Gallen; als Reutiner zum katholischen Glauben übertritt übernehmen  die Herren Gonzenbach-Huber, Johannes de Julius Hieronymus Zollikofer, Conrad Fehr, Sebastian Kunkler und der Arzt Caspar Wetter – bildeten ein Konsortium, um eine Buchhandlung zu errichten. Sie erwarben den Büchervorrat von Reutiner. Später Conrad und dann sein Sohn Fehr bilden die Fehr'sche Buchhandlung.","1",\N,\N,\N
"145",\N,"FeR1877",\N,\N,"3","1","5","1","Feller","Richard",\N,"1877-01-01 00:00:00",\N,\N,"1958-01-01 00:00:00",\N,\N,\N,"Schweizer Historiker (Kantonalsgeschichte Berns). Die schweizerische Geschichtsschreibung im 19. Jahrhundert – Geschichtsschreibung der Schweiz (Feller & Bonjour, 1979)","1",\N,\N,\N
"146",\N,"FeA1723",\N,\N,"2","1","5","1","Ferguson","Adam",\N,"1723-01-01 00:00:00",\N,\N,"1818-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"147",\N,"FiJ 1826",\N,\N,"3","1","5","1","Ficker","Julius",\N,"1826-01-01 00:00:00",\N,\N,"1902-01-01 00:00:00",\N,\N,\N,"wrote Das deutsche Kaiserreich in seinen universalen und nationalen Beziehungen (1861) defends the „universal Catholic idea of empire“ (Metzger, 2011) (p. 173)","1",\N,\N,\N
"148",\N,"Fierz1787",\N,\N,"2","1","3","1","Fierz","Johann Jakob",\N,"1787-01-01 00:00:00",\N,\N,"1861-01-01 00:00:00","Küsnacht, Zürich, Switzerland","Küsnacht, Zürich, Switzerland",\N,"Brigadekommandant im Sonderbundskrieg","1",\N,\N,\N
"149",\N,"FiGM1790",\N,\N,"2","1","2","1","Fieschi","Giuseppe Marco","also Joseph, Joseph Gérard or Joseph Mar","1790-01-01 00:00:00",\N,\N,"1836-01-01 00:00:00","Paris, France","Murat, Corsica",\N,\N,"1",\N,\N,\N
"150",\N,"FiJJ1796",\N,\N,"2","1","3","1","Finsler","Johann Jakob",\N,"1796-01-01 00:00:00",\N,\N,"1836-01-01 00:00:00",\N,\N,\N,"Seidenfabrikant auf dem Land","2",\N,"na","0"
"151",\N,"FiCJ1773",\N,\N,"2","1","3","1","Fischer","Conrad Johann",\N,"1773-01-01 00:00:00",\N,\N,"1854-01-01 00:00:00",\N,\N,\N,"Pionier der Stahlindustrie","1",\N,\N,\N
"152",\N,"FiR0000",\N,\N,"2","1","3","1","Fischer","Rudolf, von",\N,\N,\N,\N,\N,\N,\N,\N,"Sarnerbund; Major","1",\N,\N,\N
"153",\N,"FlC1750",\N,\N,"3","1","5","2","Flachsland","Caroline","Maria Karoline, Karoline, Maria Caroline","1750-01-01 00:00:00",\N,\N,"1809-01-01 00:00:00","Weimar","Reichenweier, Alsace",\N,"She married Johann Gottfried von Herder and belonged to the Weimar circle.","4",\N,"49387820","0"
"154",\N,"FlM1805",\N,\N,"2","1","1","2","Flaviny","Marie, de","Marie, D'Agoult, Marie Catherine Sophie,","1805-01-01 00:00:00",\N,\N,"1876-01-01 00:00:00","Paris, France","Frankfurt am Main, Germany",\N,\N,"2",\N,"na","0"
"155",\N,"FlD1431*",\N,\N,"2","1","3","2","Flüeh-Wyss","Dorothea, von",\N,\N,\N,\N,\N,"na","na",\N,\N,"2",\N,"na","0"
"156",\N,"FlE1851",\N,\N,"2","1","3","2","Flühmann","Elisabeth",\N,"1851-01-01 00:00:00",\N,\N,"1929-01-01 00:00:00","Aarau, Switzerland","Schwandholz bei Krattigen, Saxeten",\N,"Swiss pedagogue and fighter for women's rights.","4",\N,"308194913","0"
"157",\N,"FoJ1840",\N,\N,"2","1","2","1","Fontana","José",\N,"1840-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"158",\N,"FrS1796",\N,\N,"2","1","2","1","Franscini","Stefano",\N,"1796-01-01 00:00:00",\N,\N,"1857-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"159",\N,"FrJoI1830",\N,\N,"2","1","3","1","Franz Joseph I of Austria",\N,"Franz I.","1830-01-01 00:00:00",\N,\N,"1916-01-01 00:00:00","Schönbrunn Palace, Vienna","Schönbrunn Palace, Vienna",\N,"Kaiser von Österreich","2",\N,"na","0"
"160",\N,"FrWiIII1770",\N,\N,"2","1","3","1","Frederick William III of Prussia",\N,"Friedrich Wilhelm III.","1770-01-01 00:00:00",\N,\N,"1840-01-01 00:00:00","Berlin","Potsdam, Prussia",\N,"König von Preussen","4",\N,"50016770","0"
"161",\N,"FrJR0000",\N,\N,"2","1","3","1","Frey","Johann Rudolf",\N,\N,"Uster",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","2",\N,"na","0"
"163",\N,"FrJ1805",\N,\N,"3","1","5","1","Fröbel","Julius",\N,"1805-01-01 00:00:00",\N,\N,"1893-01-01 00:00:00","Zürich, Switzerland","Griesheim, Thüringen",\N,"publisches in Dittmar’s Die sociale Reform","4",\N,"2771521","0"
"164",\N,"FrH1469§",\N,\N,"2","1","5","1","Fründ","Hans",\N,\N,\N,\N,\N,\N,\N,\N,"Geschichte des Alten Zürichkriegs aus Sicht der anti-habsburgischen Partei für die Jahre 1436-1447 (Fründ, 1469)","1",\N,\N,\N
"165",\N,"FrJ0000",\N,\N,"2","1","3","1","Frutiger","Johannes",\N,\N,\N,\N,\N,\N,\N,\N,"Kaufmann, Auswanderung nach Jerusalem, Jude, zum Christentum konvertiert","1",\N,\N,\N
"166",\N,"FuNI0000",\N,\N,"2","1","6","1","Fuchs (von Einsiedeln)","Nikolaus Ignaz ",\N,\N,"Einsiedeln",\N,\N,\N,\N,\N,"Major im Kgl. Englischem Dienste","2",\N,"na","0"
"167",\N,"FuE1876",\N,\N,"3","1","5","1","Fueter","Eduard",\N,"1876-01-01 00:00:00",\N,\N,"1928-01-01 00:00:00",\N,\N,\N,"Schweizer Historiker (Geschichte der Schweiz, Westeuropas und der USA, Geschichte der Historiographie)","1",\N,\N,\N
"168",\N,"FuJ1805",\N,\N,"1","1","2","1","Furrer","Jonas ",\N,"1805-01-01 00:00:00","Winterthur/Bad Ragaz",\N,"1861-01-01 00:00:00","Bad Ragaz","Winterthur, Switzerland",\N,"Dr. hon. Bürgermeister, Anwalt","4",\N,"64412774","0"
"169",\N,"FueHH1745",\N,\N,"4","1","4","1","Füssli","Hans Heinrich",\N,"1745-01-01 00:00:00",\N,\N,"1832-01-01 00:00:00",\N,\N,\N,"Historiker für Vaterländische Geschichte","1",\N,\N,\N
"170",\N,"FueJJ1792",\N,\N,"1","1","2","1","Füssli","Johann Jakob",\N,"1792-01-01 00:00:00","Zürich",\N,"1860-01-01 00:00:00",\N,\N,\N,"Wollishofen/Neumünster","1",\N,\N,\N
"171",\N,"Füssli0000",\N,\N,"2","1","6","1","Füssli",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Oberst","2",\N,"na","0"
"172",\N,"FueCK0000",\N,\N,"2","1","6","1","Füsslin","Christian Karl",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"173",\N,"FuJC1704",\N,\N,"2","1","2","1","Füsslin","Johan Conrad",\N,"1704-01-01 00:00:00",\N,\N,"1775-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"174",\N,"FueJJ1646§",\N,\N,"2","1","6","1","Füsslin","Johann Jacob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"175",\N,"GaExxxx",\N,\N,"3","1","5","1","Gagrliardi","Ernst",\N,\N,\N,\N,\N,\N,\N,\N,"Schweizer Geschichte in 3 volumes (Universität Basel, 2010)","1",\N,\N,\N
"176",\N,"GaA1810",\N,\N,"2","1","2","1","Galeer","Albert",\N,"1810-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"177",\N,"GaF1876",\N,\N,"3","1","5","2","Gallati","Frieda",\N,"1876-01-01 00:00:00",\N,\N,"1955-01-01 00:00:00",\N,\N,\N,"Schweizer Historikerin","1",\N,\N,\N
"178",\N,"GaG1807",\N,\N,"2","1","2","1","Garibaldi","Giuseppe",\N,"1807-01-01 00:00:00",\N,\N,"1882-01-01 00:00:00","Caprera, Italy","Nizza, France",\N,"Garibaldi was an Italian freedom fighter. He was quite popular amongst radical-liberals in Switzerland.","4",\N,"100192194","0"
"179",\N,"GaAxxxx",\N,\N,"3","1","5","1","Gasser","Adolf",\N,\N,\N,\N,\N,\N,\N,\N,"“genossenschaftlichkeit” (Universität Basel, 2010)","1",\N,\N,\N
"180",\N,"GeM1886",\N,\N,"3","1","5","1","Gelzer","Matthias",\N,"1886-01-01 00:00:00",\N,\N,"1974-01-01 00:00:00",\N,\N,\N,"Schweizer Althistoriker (Römische Geschichte)","1",\N,\N,\N
"181",\N,"GeG1765",\N,\N,"1","1","3","1","Gessner","Georg",\N,"1765-01-01 00:00:00",\N,\N,"1843-01-01 00:00:00",\N,\N,\N,"Pfarrer am Grossmünster, Antistes","1",\N,\N,\N
"182",\N,"GeHeJ1765§",\N,\N,"4","1","4","2","Gessner-Heidegger","Judith",\N,\N,\N,\N,\N,\N,\N,\N,"Biographer. Wife of Salomon Gessner 1730-1788.","1",\N,\N,\N
"183",\N,"GlCW0000",\N,\N,"2","1","3","1","Glück","Christian Wilhelm, von",\N,\N,\N,\N,"1866-01-01 00:00:00",\N,\N,\N,"1866 Selbstmord","1",\N,\N,\N
"184",\N,"GlC1825",\N,\N,"3","1","5","2","Glümer","Claire, von",\N,"1825-01-01 00:00:00",\N,\N,"1906-01-01 00:00:00","Blasewitz","Blankenburg, Harz",\N,"German writer and translator. Participated in the Dresden May Upheavel. publisches in Dittmar’s Die sociale Reform","4",\N,"77073936","0"
"185",\N,"GoM1870",\N,\N,"2","1","3","2","Gobat","Marguerite",\N,"1870-01-01 00:00:00",\N,\N,"1937-01-01 00:00:00","Magglingen, Switzerland","Delsberg, Switzerland",\N,"Co-founder of the International Women's Organization.","4",\N,"D9304","0"
"186",\N,"GoeM1826",\N,\N,"2","1","2","2","Goegg-Pouchoulin","Marie",\N,"1826-01-01 00:00:00",\N,\N,"1899-01-01 00:00:00","na","na",\N,\N,"2",\N,"na","0"
"187",\N,"GoJW1749",\N,\N,"2","1","3","1","Goethe","Johann Wolfgang",\N,"1749-01-01 00:00:00",\N,\N,"1832-01-01 00:00:00","Weimar","Frankfurt am Main, Germany",\N,"machte enthusiastische Reiseberichte über die ""wildromantische"" Schweiz","4",\N,"24602065","0"
"188",\N,"GoFA1793",\N,\N,"2","1","3","1","Good","Franz Anton",\N,"1793-01-01 00:00:00",\N,\N,"1866-01-01 00:00:00","Mels, St. Gallen, Switzerland","Mels, St. Gallen, Switzerland",\N,\N,"4",\N,"D18268","0"
"189",\N,"GoJ 1797",\N,\N,"2","1","3","1","Gotthelf","Jeremias",\N,"1797-01-01 00:00:00",\N,\N,"1854-01-01 00:00:00","Lützelflüh, Switzerland","Murten, Switzerland",\N,"fromm-konservative Volksbewegung","4",\N,"49303093","0"
"190",\N,"GoO1748",\N,\N,"3","1","5","2","Gouges ","Olympe, de",\N,"1748-01-01 00:00:00",\N,\N,"1793-01-01 00:00:00","Paris, France","Montauban, France",\N,"human rights (Gouges, n.d.) – special emphasis in education (Valls et al., 2002) (p. 41) – uncovers logical inconsistencies between a patriarchal society and the theory of natural law (Heinzelmann, 2007)(p. 82) – begin of the discourse that links violence, misogyny in the historiography of human rights, the problem of defining the subject of rights “person” (Cazés & Huerta Rojas, 2005) (p. 149) the mexican describes the actuality and urgency  of this question","2",\N,"na","0"
